Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
449,Valentin Carboni,it ITA,MFDF,Inter,it Serie A,18-014,2005,5,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,707b98f1
450,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29-330,1993,18,16,1416,15.7,0,1,1,0,0,0,2,3,0.2,0.2,0.6,0.8,17,50,29,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,c4b888df
451,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,25-223,1997,10,1,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,4,14,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.20,0.08,0.20,5e080f73
452,Irvin Cardona,fr FRA,MF,Augsburg,de Bundesliga,25-223,1997,3,0,115,1.3,1,0,1,1,0,0,2,0,0.9,0.9,0.0,0.9,4,1,2,0.78,0.00,0.78,0.78,0.78,0.72,0.02,0.73,0.72,0.73,5e080f73
453,Igor Carioca,br BRA,DFMF,Lorient,fr Ligue 1,26-210,1996,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,15,10,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,e3e32fbb
454,Carlos,br BRA,DF,Monza,it Serie A,24-071,1999,24,24,2093,23.3,5,4,9,5,0,0,2,0,2.3,2.3,2.7,5.0,60,67,104,0.22,0.17,0.39,0.22,0.39,0.10,0.12,0.21,0.10,0.21,8d3cd59d
455,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30-004,1993,2,2,179,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,10,0,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,b4a014b1
456,Juan Carlos,es ESP,GK,Girona,es La Liga,35-058,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,688b96e3
457,José Carlos Lazo,es ESP,MFFW,Almería,es La Liga,27-031,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,5b93209a
458,José Carlos Lazo,es ESP,MFFW,Espanyol,es La Liga,27-031,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,5b93209a
459,Carmona,es ESP,MFDF,Elche,es La Liga,21-049,2002,7,7,521,5.8,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,7,9,25,0.17,0.00,0.17,0.17,0.17,0.07,0.02,0.09,0.07,0.09,2dce876a
460,Carmona,es ESP,DF,Sevilla,es La Liga,21-049,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.20,0.14,0.20,2dce876a
461,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-261,2000,18,18,1620,18.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01,8ec56e62
462,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,es La Liga,29-196,1993,24,15,1404,15.6,3,0,3,3,0,0,1,0,4.0,4.0,2.1,6.1,81,51,143,0.19,0.00,0.19,0.19,0.19,0.26,0.13,0.39,0.26,0.39,de39485a
463,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-067,1992,20,15,1362,15.1,0,2,2,0,0,0,4,0,0.2,0.2,1.8,2.0,14,42,93,0.00,0.13,0.13,0.00,0.13,0.02,0.12,0.13,0.02,0.13,4958bfb2
464,Fabio Carvalho,pt POR,MFFW,Liverpool,eng Premier League,20-201,2002,12,4,340,3.8,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,7,11,26,0.53,0.00,0.53,0.53,0.53,0.29,0.03,0.32,0.29,0.32,966e28d0
465,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23-325,1999,2,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8608f269
466,William Carvalho,pt POR,MF,Betis,es La Liga,30-346,1992,21,20,1605,17.8,2,1,3,2,0,0,5,1,2.1,2.1,0.9,3.0,31,138,36,0.11,0.06,0.17,0.11,0.17,0.11,0.05,0.16,0.11,0.16,dee86451
467,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-033,1998,18,18,1585,17.6,1,1,2,1,0,0,5,0,0.6,0.6,0.3,0.9,8,53,3,0.06,0.06,0.11,0.06,0.11,0.03,0.02,0.05,0.03,0.05,3f5f38fb
468,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-024,1992,19,15,1338,14.9,2,3,5,2,0,0,5,2,2.1,2.1,2.0,4.1,8,89,24,0.13,0.20,0.34,0.13,0.34,0.14,0.14,0.27,0.14,0.27,4d224fe8
469,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-024,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4d224fe8
470,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-224,1997,23,18,1639,18.2,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,41,74,56,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,2389cdc2
471,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-104,1995,26,25,2265,25.2,1,2,3,1,0,0,2,0,1.7,1.7,1.9,3.6,32,79,113,0.04,0.08,0.12,0.04,0.12,0.07,0.07,0.14,0.07,0.14,197640fd
472,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-082,1989,16,7,758,8.4,0,1,1,0,0,0,2,0,0.4,0.4,1.4,1.8,9,66,7,0.00,0.12,0.12,0.00,0.12,0.04,0.17,0.21,0.04,0.21,ad92526f
473,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-267,1992,25,25,2250,25.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,db401046
474,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-167,1998,25,24,1911,21.2,6,0,6,5,1,1,7,0,6.8,6.0,0.8,6.9,24,26,100,0.28,0.00,0.28,0.24,0.24,0.32,0.04,0.36,0.29,0.32,da76bab4
475,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-052,1995,23,21,1758,19.5,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,15,68,13,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,e0f3a1f6
476,Samu Castillejo,es ESP,FW,Valencia,es La Liga,28-060,1995,20,15,1122,12.5,3,0,3,3,0,0,6,0,2.4,2.4,1.4,3.8,40,55,85,0.24,0.00,0.24,0.24,0.24,0.19,0.12,0.30,0.19,0.30,130a7a3f
477,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-016,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.3,0.3,1.0,1.3,24,70,46,0.07,0.00,0.07,0.07,0.07,0.02,0.07,0.10,0.02,0.10,e28868f3
478,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-030,1997,6,0,122,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,2,1,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14,0728bebe
479,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-225,1994,23,21,1545,17.2,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.2,6,68,13,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.07,0.01,0.07,ba3d3bea
480,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-142,1994,24,24,2159,24.0,1,1,2,1,0,0,10,1,1.0,1.0,1.3,2.3,8,80,1,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.10,0.04,0.10,274ab13c
481,Yoann Cathline,fr FRA,FWMF,Lorient,fr Ligue 1,20-240,2002,14,7,725,8.1,1,1,2,1,0,0,0,0,1.4,1.4,0.6,2.0,35,21,78,0.12,0.12,0.25,0.12,0.25,0.17,0.08,0.25,0.17,0.25,4db5915d
482,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-031,1997,16,16,1385,15.4,0,0,0,0,0,0,8,1,0.3,0.3,0.0,0.3,17,63,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,c92c24f0
483,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-033,1987,15,14,965,10.7,5,1,6,3,2,3,4,0,5.3,2.9,1.3,4.2,8,12,42,0.47,0.09,0.56,0.28,0.37,0.49,0.12,0.61,0.27,0.39,527f063d
484,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-224,1996,18,10,804,8.9,0,1,1,0,0,0,3,0,0.4,0.4,0.9,1.3,38,119,26,0.00,0.11,0.11,0.00,0.11,0.05,0.10,0.15,0.05,0.15,c0617e2b
485,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-088,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4d1efb48
486,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30-312,1992,15,14,1033,11.5,1,0,1,1,0,0,7,1,0.7,0.7,0.1,0.8,20,43,16,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,d9624b51
487,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,29-002,1994,22,14,1170,13.0,4,0,4,4,0,0,1,0,3.0,3.0,0.1,3.1,14,14,64,0.31,0.00,0.31,0.31,0.31,0.23,0.01,0.24,0.23,0.24,07f8bcc8
488,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-197,2001,14,3,332,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,22,13,34,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.25,0.06,0.25,98a84572
489,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-030,1997,16,10,1013,11.3,0,0,0,0,0,0,5,0,0.3,0.3,1.3,1.6,23,44,57,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,31a62dc7
490,Álex Centelles,es ESP,DF,Almería,es La Liga,25-131,1997,4,1,225,2.5,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,6,11,14,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,ae852b7d
491,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-062,1996,15,13,1132,12.6,0,0,0,0,0,0,3,0,0.5,0.5,0.5,1.0,27,65,83,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,3c6bbbab
492,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,28-297,1994,25,16,1421,15.8,0,3,3,0,0,0,0,1,2.0,2.0,2.0,4.0,31,43,68,0.00,0.19,0.19,0.00,0.19,0.13,0.13,0.26,0.13,0.26,5e1028e5
493,Julio César Enciso,py PAR,FWMF,Brighton,eng Premier League,19-055,2004,7,0,151,1.7,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,6,6,10,0.00,0.00,0.00,0.00,0.00,0.42,0.07,0.49,0.42,0.49,9cfbad36
494,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,27-364,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,f5dfc256
495,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-035,1998,12,12,993,11.0,0,1,1,0,0,0,2,0,1.1,1.1,0.6,1.7,2,27,1,0.00,0.09,0.09,0.00,0.09,0.10,0.05,0.16,0.10,0.16,ae7058f9
496,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,24-346,1998,6,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,14,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,5d9577aa
497,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17-307,2005,6,2,227,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2180c761
498,Fares Chaïbi,fr FRA,FWMF,Toulouse,fr Ligue 1,20-111,2002,26,18,1720,19.1,4,4,8,4,0,0,2,0,3.5,3.5,3.6,7.1,52,67,153,0.21,0.21,0.42,0.21,0.42,0.18,0.19,0.37,0.18,0.37,357103bd
499,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-097,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.71,0.71,0.71,422862ea
500,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-257,1999,16,11,1007,11.2,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,9,32,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,5515376c
501,Calum Chambers,eng ENG,DFMF,Aston Villa,eng Premier League,28-058,1995,8,2,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,dc6f5bdd
502,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32-355,1990,4,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,b3b7f5a6
503,Gaëtan Charbonnier,fr FRA,FWMF,Auxerre,fr Ligue 1,34-082,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.7,2,11,18,0.35,0.00,0.35,0.35,0.35,0.21,0.05,0.26,0.21,0.26,18ebca4b
504,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-087,1994,19,17,1577,17.5,0,0,0,0,0,0,5,0,0.5,0.5,0.3,0.8,2,48,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,16aa7d4c
505,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-012,1991,25,19,1803,20.0,2,2,4,2,0,0,3,0,0.9,0.9,2.0,2.9,14,76,38,0.10,0.10,0.20,0.10,0.20,0.05,0.10,0.15,0.05,0.15,279ddf6a
506,Pep Chavarría,es ESP,FWDF,Rayo Vallecano,es La Liga,24-343,1998,8,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,63c5e56b
507,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-223,1997,1,0,33,0.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,873ce3a2
508,Rayan Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,19-214,2003,25,12,1124,12.5,3,4,7,3,0,0,3,0,3.2,3.2,4.9,8.1,82,88,177,0.24,0.32,0.56,0.24,0.56,0.26,0.39,0.65,0.26,0.65,b34c63a5
509,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-056,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,9d498560
510,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-133,2001,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,b3d76d84
511,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17-287,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48780156
512,Federico Chiesa,it ITA,DFMF,Juventus,it Serie A,25-145,1997,10,2,377,4.2,0,3,3,0,0,0,1,0,0.6,0.6,1.7,2.4,19,11,33,0.00,0.72,0.72,0.00,0.72,0.15,0.41,0.56,0.15,0.56,b0f7e36c
513,Ben Chilwell,eng ENG,DFMF,Chelsea,eng Premier League,26-088,1996,16,9,874,9.7,2,2,4,2,0,0,1,0,0.9,0.9,1.3,2.3,30,27,90,0.21,0.21,0.41,0.21,0.41,0.10,0.14,0.23,0.10,0.23,d2424d1b
514,Vlad Chiriche?,ro ROU,DF,Cremonese,it Serie A,33-125,1989,11,10,726,8.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,c316607a
515,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25-300,1997,23,22,1846,20.5,0,1,1,0,0,0,1,0,0.8,0.8,1.6,2.4,15,157,22,0.00,0.05,0.05,0.00,0.05,0.04,0.08,0.11,0.04,0.11,68a26d51
516,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-176,2001,24,17,1623,18.0,0,2,2,0,0,0,4,0,0.2,0.2,1.9,2.1,6,68,22,0.00,0.11,0.11,0.00,0.11,0.01,0.11,0.12,0.01,0.12,7909ffa4
517,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26-343,1996,15,14,1173,13.0,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,16,65,2,0.00,0.08,0.08,0.00,0.08,0.02,0.04,0.05,0.02,0.05,1cb49278
518,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23-362,1999,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,af104654
519,Ryan Christie,sct SCO,MFFW,Bournemouth,eng Premier League,28-025,1995,21,12,1066,11.8,1,0,1,1,0,0,1,0,1.6,1.6,1.0,2.6,22,47,38,0.08,0.00,0.08,0.08,0.08,0.13,0.09,0.22,0.13,0.22,26ce2263
520,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,eng Premier League,19-150,2003,11,1,232,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,13,12,16,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.16,0.11,0.16,b2f9c73e
521,Samuel Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,23-301,1999,24,15,1392,15.5,3,5,8,3,0,0,1,0,3.2,3.2,2.8,6.0,78,47,174,0.19,0.32,0.52,0.19,0.52,0.20,0.18,0.39,0.20,0.39,b8a642fc
522,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-251,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,c6608135
523,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-014,2000,12,9,863,9.6,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.8,3,21,0,0.10,0.00,0.10,0.10,0.10,0.08,0.00,0.09,0.08,0.09,ec1a731e
524,Tolga Ci?erci,tr TUR,MF,Hertha BSC,de Bundesliga,30-361,1992,7,6,475,5.3,0,1,1,0,0,0,2,0,0.1,0.1,0.3,0.4,2,25,1,0.00,0.19,0.19,0.00,0.19,0.03,0.05,0.08,0.03,0.08,6e17c802
525,Yanis Cimignani,fr FRA,MFDF,Ajaccio,fr Ligue 1,21-056,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,0,17,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,7495aba7
526,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-231,1985,24,5,632,7.0,5,0,5,3,2,3,0,0,4.3,1.8,0.5,2.3,5,5,25,0.71,0.00,0.71,0.43,0.43,0.61,0.07,0.68,0.25,0.32,b09a3ecc
527,Tio Cipot,si SVN,FWDF,Spezia,it Serie A,19-333,2003,4,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,9,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,039a4fb6
528,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,es La Liga,29-003,1994,24,10,1047,11.6,1,0,1,1,0,0,4,0,2.0,2.0,0.2,2.2,8,54,3,0.09,0.00,0.09,0.09,0.09,0.17,0.02,0.19,0.17,0.19,9a0408b6
529,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-223,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,ff4d0258
530,Patrick Ciurria,it ITA,DFMF,Monza,it Serie A,28-038,1995,25,20,1785,19.8,4,4,8,4,0,0,2,0,3.9,3.9,4.5,8.4,38,58,118,0.20,0.20,0.40,0.20,0.40,0.19,0.23,0.42,0.19,0.42,5de3866c
531,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-040,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73341ace
532,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24-286,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.18,0.12,0.18,741418c3
533,Alexis Claude-Maurice,fr FRA,MFFW,Lens,fr Ligue 1,24-286,1998,15,4,485,5.4,3,2,5,3,0,0,0,0,1.1,1.1,0.8,1.9,10,23,40,0.56,0.37,0.93,0.56,0.93,0.20,0.14,0.34,0.20,0.34,741418c3
534,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-175,1992,23,21,1710,19.0,1,8,9,1,0,0,1,0,2.8,2.8,5.9,8.7,55,83,149,0.05,0.42,0.47,0.05,0.47,0.15,0.31,0.46,0.15,0.46,5219ab4a
535,Carlos Clerc,es ESP,DFMF,Elche,es La Liga,31-026,1992,20,19,1578,17.5,0,1,1,0,0,0,1,0,0.5,0.5,1.4,1.9,40,50,78,0.00,0.06,0.06,0.00,0.06,0.03,0.08,0.11,0.03,0.11,33a61a52
536,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31-348,1991,21,19,1636,18.2,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,14,52,29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0442183b
537,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-022,1993,22,22,1970,21.9,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.2,4,40,1,0.05,0.05,0.09,0.05,0.09,0.04,0.01,0.05,0.04,0.05,2928dca2
538,Marcus Coco,fr FRA,DFFW,Nantes,fr Ligue 1,26-268,1996,17,3,322,3.6,1,0,1,1,0,0,1,0,0.8,0.8,0.6,1.5,10,14,30,0.28,0.00,0.28,0.28,0.28,0.23,0.18,0.41,0.23,0.41,3010aefb
539,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-027,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,26,9,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06,c4065f40
540,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-146,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,16,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,963a9201
541,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-159,1988,20,17,1450,16.1,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,13,47,27,0.06,0.00,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,0420d84f
542,David ?olina,hr CRO,DFMF,Augsburg,de Bundesliga,22-243,2000,3,0,66,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,0,2,4,1.36,0.00,1.36,1.36,1.36,0.60,0.06,0.65,0.60,0.65,dd5bbe0d
543,Álex Collado,es ESP,MF,Elche,es La Liga,23-331,1999,9,8,536,6.0,1,1,2,1,0,0,1,0,0.5,0.5,0.9,1.4,10,16,34,0.17,0.17,0.34,0.17,0.34,0.08,0.16,0.23,0.08,0.23,85dace26
544,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-069,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,b3f62bfc
545,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-146,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0.0,1.2,3,33,2,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.08,0.08,0.08,8b95acda
546,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21-323,2001,20,17,1578,17.5,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,11,60,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,a8c19eb8
547,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-011,2002,23,12,1106,12.3,4,2,6,4,0,1,4,0,4.4,3.6,1.3,5.0,11,18,95,0.33,0.16,0.49,0.33,0.49,0.36,0.11,0.47,0.29,0.40,04df29a5
548,Andrea Colpani,it ITA,MF,Monza,it Serie A,23-312,1999,19,4,537,6.0,2,0,2,2,0,0,1,0,1.5,1.5,1.0,2.5,14,31,41,0.34,0.00,0.34,0.34,0.34,0.24,0.17,0.42,0.24,0.42,6499048c
549,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-021,2003,8,6,553,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,24,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,700783e7
550,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,26-279,1996,16,9,875,9.7,5,4,9,5,0,0,2,1,2.5,2.5,3.5,6.0,61,42,193,0.51,0.41,0.93,0.51,0.93,0.26,0.36,0.62,0.26,0.62,042e8a49
